scope,observed_tier,patch,role,item_id,item_name,games,wins,losses,win_rate,holder_count,pick_rate,pick_rate_denominator,avg_final_slot,min_games_applied
overall,MIXED,16.13,UTILITY,3145,ヘクステック オルタネーター,30,14,16,0.4666666666666667,30,0.045662100456621,657,3.6333333333333333,15
overall,MIXED,16.16,ALL,3113,エーテル ウィスプ,30,13,17,0.43333333333333335,30,0.009009009009009009,3330,4.066666666666666,15
overall,MIXED,16.16,BOTTOM,1042,ダガー,30,13,17,0.43333333333333335,30,0.04504504504504504,666,3.8,15
overall,MIXED,16.6,ALL,3006,バーサーカー ブーツ,30,13,17,0.43333333333333335,30,0.039473684210526314,760,1.8666666666666667,15
overall,MIXED,15.23,ALL,1037,ピッケル,30,13,17,0.43333333333333335,30,0.05172413793103448,580,3.8333333333333335,15
overall,MIXED,16.13,TOP,3363,ファーサイト オルタレーション,30,13,17,0.43333333333333335,30,0.04559270516717325,658,6.0,15
overall,MIXED,15.13,UTILITY,3047,プレート スチールキャップ,30,13,17,0.43333333333333335,30,0.15625,192,3.033333333333333,15
overall,MIXED,16.6,UTILITY,3047,プレート スチールキャップ,30,13,17,0.43333333333333335,30,0.1986754966887417,151,2.6333333333333333,15
overall,MIXED,15.12,BOTTOM,3032,ユン・タル ワイルドアロー,30,13,17,0.43333333333333335,30,0.297029702970297,101,1.7666666666666666,15
overall,MIXED,16.12,MIDDLE,1052,増魔の書,30,13,17,0.43333333333333335,30,0.16853932584269662,178,3.3,15
overall,MIXED,16.14,ALL,2421,砕けたアームガード,30,13,17,0.43333333333333335,30,0.008620689655172414,3480,1.0666666666666667,15
overall,MIXED,16.5,MIDDLE,2031,詰め替えポーション,30,13,17,0.43333333333333335,30,0.18518518518518517,162,1.0333333333333334,15
overall,MIXED,16.6,BOTTOM,2031,詰め替えポーション,30,13,17,0.43333333333333335,30,0.19736842105263158,152,1.1333333333333333,15
overall,MIXED,16.1,ALL,1038,B. F. ソード,30,12,18,0.4,30,0.03896103896103896,770,3.4,15
overall,MIXED,16.11,UTILITY,3067,キンドルジェム,30,12,18,0.4,30,0.1271186440677966,236,3.8666666666666667,15
overall,MIXED,15.20,ALL,3161,ショウジンの矛,30,12,18,0.4,30,0.045454545454545456,660,2.2666666666666666,15
overall,MIXED,15.14,ALL,3009,スイフトネス ブーツ,30,12,18,0.4,30,0.06521739130434782,460,2.433333333333333,15
overall,MIXED,15.15,MIDDLE,1056,ドラン リング,30,12,18,0.4,30,0.36585365853658536,82,1.2333333333333334,15
overall,MIXED,15.14,ALL,1037,ピッケル,30,12,18,0.4,30,0.06521739130434782,460,3.7,15
overall,MIXED,15.8,MIDDLE,6653,ライアンドリーの仮面,30,12,18,0.4,30,0.23076923076923078,130,2.2333333333333334,15
overall,MIXED,14.19,MIDDLE,6655,ルーデン エコー,30,12,18,0.4,30,0.35714285714285715,84,2.7,15
overall,MIXED,16.15,MIDDLE,1036,ロング ソード,30,12,18,0.4,30,0.03631961259079903,826,3.8333333333333335,15
overall,MIXED,16.16,JUNGLE,3133,コールフィールド ウォーハンマー,30,11,19,0.36666666666666664,30,0.04504504504504504,666,3.2333333333333334,15
overall,MIXED,16.3,UTILITY,3020,ソーサラー シューズ,30,11,19,0.36666666666666664,30,0.17045454545454544,176,2.1666666666666665,15
overall,MIXED,16.17,JUNGLE,3742,デッド マン プレート,30,11,19,0.36666666666666664,30,0.02976190476190476,1008,2.033333333333333,15
overall,MIXED,15.2,BOTTOM,3006,バーサーカー ブーツ,30,11,19,0.36666666666666664,30,0.32608695652173914,92,2.8,15
overall,MIXED,15.12,ALL,1037,ピッケル,30,11,19,0.36666666666666664,30,0.058823529411764705,510,3.6,15
overall,MIXED,15.13,ALL,3118,マリグナンス,30,11,19,0.36666666666666664,30,0.03125,960,2.1,15
overall,MIXED,16.4,JUNGLE,3111,マーキュリー ブーツ,30,11,19,0.36666666666666664,30,0.2830188679245283,106,1.7333333333333334,15
overall,MIXED,16.17,BOTTOM,3144,偵察兵のパチンコ,30,11,19,0.36666666666666664,30,0.02976190476190476,1008,3.6333333333333333,15
overall,MIXED,15.15,ALL,1052,増魔の書,30,11,19,0.36666666666666664,30,0.07317073170731707,410,3.533333333333333,15
overall,MIXED,14.20,JUNGLE,3340,ステルス ワード,30,10,20,0.3333333333333333,30,0.32608695652173914,92,6.0,15
overall,MIXED,16.1,TOP,1054,ドラン シールド,30,10,20,0.3333333333333333,30,0.19480519480519481,154,0.9666666666666667,15
overall,MIXED,16.15,TOP,1001,ブーツ,30,10,20,0.3333333333333333,30,0.03631961259079903,826,2.9,15
overall,MIXED,15.15,ALL,3032,ユン・タル ワイルドアロー,30,10,20,0.3333333333333333,30,0.07317073170731707,410,1.7,15
overall,MIXED,15.8,MIDDLE,2031,詰め替えポーション,30,10,20,0.3333333333333333,30,0.23076923076923078,130,1.5,15
overall,MIXED,16.10,UTILITY,3340,ステルス ワード,30,9,21,0.3,30,0.13513513513513514,222,6.0,15
overall,MIXED,15.24,ALL,3044,ファージ,30,9,21,0.3,30,0.017543859649122806,1710,2.9,15
overall,MIXED,16.13,ALL,3144,偵察兵のパチンコ,30,9,21,0.3,30,0.00911854103343465,3290,3.066666666666667,15
overall,MIXED,16.11,JUNGLE,3020,ソーサラー シューズ,30,8,22,0.26666666666666666,30,0.1271186440677966,236,1.7666666666666666,15
overall,MIXED,15.24,BOTTOM,3158,アイオニア ブーツ,30,7,23,0.23333333333333334,30,0.08797653958944282,341,3.0,15
overall,MIXED,15.19,BOTTOM,2031,詰め替えポーション,30,7,23,0.23333333333333334,30,0.13043478260869565,230,1.1666666666666667,15
overall,MIXED,16.9,BOTTOM,2031,詰め替えポーション,30,7,23,0.23333333333333334,30,0.189873417721519,158,1.2333333333333334,15
overall,MIXED,16.13,ALL,3110,フローズン ハート,29,23,6,0.7931034482758621,29,0.008814589665653495,3290,3.0344827586206895,15
overall,MIXED,16.17,BOTTOM,2503,黒炎のトーチ,29,23,6,0.7931034482758621,29,0.028769841269841268,1008,2.310344827586207,15
overall,MIXED,16.14,MIDDLE,3031,インフィニティ エッジ,29,22,7,0.7586206896551724,29,0.041666666666666664,696,2.206896551724138,15
overall,MIXED,16.12,ALL,6631,ストライドブレイカー,29,22,7,0.7586206896551724,29,0.03258426966292135,890,1.6551724137931034,15
overall,MIXED,16.17,UTILITY,3114,フォビドゥン アイドル,29,21,8,0.7241379310344828,29,0.028769841269841268,1008,4.068965517241379,15
overall,MIXED,15.8,ALL,6676,コレクター,29,20,9,0.6896551724137931,29,0.04461538461538461,650,1.4827586206896552,15
overall,MIXED,16.10,TOP,3078,トリニティ フォース,29,20,9,0.6896551724137931,29,0.13063063063063063,222,1.5862068965517242,15
overall,MIXED,15.24,MIDDLE,1055,ドラン ブレード,29,20,9,0.6896551724137931,29,0.0847953216374269,342,0.7931034482758621,15
overall,MIXED,15.24,ALL,6699,ボルテイク サイクロソード,29,20,9,0.6896551724137931,29,0.01695906432748538,1710,2.1379310344827585,15
overall,MIXED,16.15,BOTTOM,3042,ムラマナ,29,20,9,0.6896551724137931,29,0.035108958837772396,826,1.4827586206896552,15
overall,MIXED,15.17,ALL,3171,真紅のアイオニア ブーツ,29,20,9,0.6896551724137931,29,0.03580246913580247,810,2.4827586206896552,15
overall,MIXED,15.13,ALL,3053,ステラックの篭手,29,19,10,0.6551724137931034,29,0.030208333333333334,960,2.2413793103448274,15
overall,MIXED,16.13,JUNGLE,3075,ソーンメイル,29,19,10,0.6551724137931034,29,0.044072948328267476,658,2.7241379310344827,15
overall,MIXED,16.9,ALL,2021,トンネル掘り,29,19,10,0.6551724137931034,29,0.03670886075949367,790,3.413793103448276,15
overall,MIXED,16.13,JUNGLE,3036,ドミニク リガード,29,19,10,0.6551724137931034,29,0.044072948328267476,658,2.689655172413793,15
overall,MIXED,15.4,ALL,6653,ライアンドリーの仮面,29,19,10,0.6551724137931034,29,0.10740740740740741,270,1.9310344827586208,15
overall,MIXED,16.3,ALL,3094,ラピッド ファイアキャノン,29,19,10,0.6551724137931034,29,0.03295454545454545,880,2.310344827586207,15
overall,MIXED,16.18,JUNGLE,3084,心の鋼,29,19,10,0.6551724137931034,29,0.08630952380952381,336,1.5862068965517242,15
overall,MIXED,16.10,ALL,3008,グラトナス ブーツ,29,18,11,0.6206896551724138,29,0.026126126126126126,1110,1.9310344827586208,15
overall,MIXED,15.11,ALL,6610,サンダード スカイ,29,18,11,0.6206896551724138,29,0.05471698113207547,530,2.0,15
overall,MIXED,16.11,ALL,2420,シーカー アームガード,29,18,11,0.6206896551724138,29,0.02457627118644068,1180,1.4482758620689655,15
overall,MIXED,16.3,UTILITY,3009,スイフトネス ブーツ,29,18,11,0.6206896551724138,29,0.16477272727272727,176,2.689655172413793,15
overall,MIXED,16.5,ALL,3046,ファントム ダンサー,29,18,11,0.6206896551724138,29,0.03580246913580247,810,1.9310344827586208,15
overall,MIXED,15.2,ALL,3071,ブラック クリーバー,29,18,11,0.6206896551724138,29,0.06304347826086956,460,1.793103448275862,15
overall,MIXED,16.10,JUNGLE,3071,ブラック クリーバー,29,18,11,0.6206896551724138,29,0.13063063063063063,222,2.0344827586206895,15
overall,MIXED,16.13,MIDDLE,3146,ヘクステック ガンブレード,29,18,11,0.6206896551724138,29,0.044072948328267476,658,1.1379310344827587,15
overall,MIXED,14.24,ALL,3111,マーキュリー ブーツ,29,18,11,0.6206896551724138,29,0.116,250,2.2413793103448274,15
overall,MIXED,15.18,BOTTOM,3032,ユン・タル ワイルドアロー,29,18,11,0.6206896551724138,29,0.2230769230769231,130,2.2758620689655173,15
overall,MIXED,15.24,TOP,3153,ルインドキング ブレード,29,18,11,0.6206896551724138,29,0.0847953216374269,342,2.413793103448276,15
overall,MIXED,15.16,ALL,1028,ルビー クリスタル,29,18,11,0.6206896551724138,29,0.053703703703703705,540,4.068965517241379,15
overall,MIXED,16.11,BOTTOM,1038,B. F. ソード,29,17,12,0.5862068965517241,29,0.1228813559322034,236,3.413793103448276,15
overall,MIXED,16.3,ALL,3133,コールフィールド ウォーハンマー,29,17,12,0.5862068965517241,29,0.03295454545454545,880,3.5517241379310347,15
overall,MIXED,16.16,BOTTOM,4645,シャドウフレイム,29,17,12,0.5862068965517241,29,0.04354354354354354,666,2.4482758620689653,15
overall,MIXED,15.24,TOP,3053,ステラックの篭手,29,17,12,0.5862068965517241,29,0.0847953216374269,342,2.793103448275862,15
overall,MIXED,16.1,ALL,3078,トリニティ フォース,29,17,12,0.5862068965517241,29,0.03766233766233766,770,1.4482758620689655,15
overall,MIXED,16.7,BOTTOM,3036,ドミニク リガード,29,17,12,0.5862068965517241,29,0.18831168831168832,154,2.8620689655172415,15
overall,MIXED,15.9,ALL,3071,ブラック クリーバー,29,17,12,0.5862068965517241,29,0.06744186046511629,430,1.9310344827586208,15
overall,MIXED,16.2,MIDDLE,6653,ライアンドリーの仮面,29,17,12,0.5862068965517241,29,0.20422535211267606,142,2.2758620689655173,15
overall,MIXED,16.1,ALL,3089,ラバドン デスキャップ,29,17,12,0.5862068965517241,29,0.03766233766233766,770,2.6206896551724137,15
overall,MIXED,15.24,JUNGLE,4633,リフトメーカー,29,17,12,0.5862068965517241,29,0.0847953216374269,342,1.3448275862068966,15
overall,MIXED,16.14,TOP,2003,体力ポーション,29,17,12,0.5862068965517241,29,0.041666666666666664,696,1.0,15
overall,MIXED,15.2,BOTTOM,3031,インフィニティ エッジ,29,16,13,0.5517241379310345,29,0.31521739130434784,92,2.2413793103448274,15
overall,MIXED,15.6,ALL,3364,オラクル レンズ,29,16,13,0.5517241379310345,29,0.3625,80,6.0,15
overall,MIXED,16.3,ALL,3026,ガーディアン エンジェル,29,16,13,0.5517241379310345,29,0.03295454545454545,880,2.4827586206896552,15
overall,MIXED,14.19,ALL,6672,クラーケン スレイヤー,29,16,13,0.5517241379310345,29,0.06904761904761905,420,1.1379310344827587,15
overall,MIXED,15.12,JUNGLE,2055,コントロール ワード,29,16,13,0.5517241379310345,29,0.28431372549019607,102,2.0689655172413794,15
overall,MIXED,16.18,JUNGLE,2019,スチール シジル,29,16,13,0.5517241379310345,29,0.08630952380952381,336,3.586206896551724,15
overall,MIXED,15.19,TOP,6631,ストライドブレイカー,29,16,13,0.5517241379310345,29,0.12663755458515283,229,1.1724137931034482,15
overall,MIXED,16.11,ALL,3173,チェインレースド クラッシャー,29,16,13,0.5517241379310345,29,0.02457627118644068,1180,2.5517241379310347,15
overall,MIXED,16.11,MIDDLE,3173,チェインレースド クラッシャー,29,16,13,0.5517241379310345,29,0.1228813559322034,236,2.5517241379310347,15
overall,MIXED,16.10,ALL,2021,トンネル掘り,29,16,13,0.5517241379310345,29,0.026126126126126126,1110,3.7586206896551726,15
overall,MIXED,16.13,TOP,1120,ドラン ヘルム,29,16,13,0.5517241379310345,29,0.044072948328267476,658,0.8275862068965517,15
overall,MIXED,16.11,ALL,3870,ドリーム メーカー,29,16,13,0.5517241379310345,29,0.02457627118644068,1180,0.13793103448275862,15
overall,MIXED,16.11,UTILITY,3870,ドリーム メーカー,29,16,13,0.5517241379310345,29,0.1228813559322034,236,0.13793103448275862,15
overall,MIXED,14.24,ALL,3363,ファーサイト オルタレーション,29,16,13,0.5517241379310345,29,0.116,250,6.0,15
overall,MIXED,14.20,ALL,3071,ブラック クリーバー,29,16,13,0.5517241379310345,29,0.06304347826086956,460,2.0344827586206895,15
overall,MIXED,16.8,ALL,3145,ヘクステック オルタネーター,29,16,13,0.5517241379310345,29,0.041428571428571426,700,2.9310344827586206,15
overall,MIXED,15.11,ALL,3118,マリグナンス,29,16,13,0.5517241379310345,29,0.05471698113207547,530,1.4827586206896552,15
overall,MIXED,14.21,ALL,3111,マーキュリー ブーツ,29,16,13,0.5517241379310345,29,0.10357142857142858,280,1.8275862068965518,15
overall,MIXED,15.14,ALL,3111,マーキュリー ブーツ,29,16,13,0.5517241379310345,29,0.06304347826086956,460,2.206896551724138,15
overall,MIXED,15.10,MIDDLE,1058,ムダニ デカイ ロッド,29,16,13,0.5517241379310345,29,0.21014492753623187,138,2.4827586206896552,15
overall,MIXED,15.17,ALL,3142,妖夢の霊剣,29,16,13,0.5517241379310345,29,0.03580246913580247,810,1.4482758620689655,15
overall,MIXED,16.10,ALL,3916,忘却のオーブ,29,16,13,0.5517241379310345,29,0.026126126126126126,1110,3.3448275862068964,15
overall,MIXED,15.19,ALL,2502,終わりなき絶望,29,16,13,0.5517241379310345,29,0.025217391304347827,1150,2.689655172413793,15
overall,MIXED,16.8,UTILITY,2031,詰め替えポーション,29,16,13,0.5517241379310345,29,0.20714285714285716,140,1.2758620689655173,15
overall,MIXED,16.2,ALL,1018,アジリティ クローク,29,15,14,0.5172413793103449,29,0.04084507042253521,710,3.6206896551724137,15
overall,MIXED,15.20,BOTTOM,6672,クラーケン スレイヤー,29,15,14,0.5172413793103449,29,0.2196969696969697,132,1.4827586206896552,15
overall,MIXED,15.19,ALL,3133,コールフィールド ウォーハンマー,29,15,14,0.5172413793103449,29,0.025217391304347827,1150,3.310344827586207,15
overall,MIXED,16.15,TOP,3068,サンファイア イージス,29,15,14,0.5172413793103449,29,0.035108958837772396,826,1.8275862068965518,15
overall,MIXED,15.7,ALL,4645,シャドウフレイム,29,15,14,0.5172413793103449,29,0.06304347826086956,460,2.9655172413793105,15
overall,MIXED,14.19,JUNGLE,3340,ステルス ワード,29,15,14,0.5172413793103449,29,0.34523809523809523,84,6.0,15
overall,MIXED,15.11,JUNGLE,3340,ステルス ワード,29,15,14,0.5172413793103449,29,0.27358490566037735,106,6.0,15
overall,MIXED,15.13,MIDDLE,3040,セラフ エンブレイス,29,15,14,0.5172413793103449,29,0.1518324607329843,191,1.3448275862068966,15
overall,MIXED,14.21,MIDDLE,3020,ソーサラー シューズ,29,15,14,0.5172413793103449,29,0.5272727272727272,55,2.9655172413793105,15
overall,MIXED,15.8,ALL,3157,ゾーニャの砂時計,29,15,14,0.5172413793103449,29,0.04461538461538461,650,1.4137931034482758,15
overall,MIXED,14.20,TOP,1054,ドラン シールド,29,15,14,0.5172413793103449,29,0.31521739130434784,92,0.6896551724137931,15
overall,MIXED,15.16,ALL,3071,ブラック クリーバー,29,15,14,0.5172413793103449,29,0.053703703703703705,540,2.4482758620689653,15
overall,MIXED,16.11,ALL,1001,ブーツ,29,15,14,0.5172413793103449,29,0.02457627118644068,1180,2.6206896551724137,15
overall,MIXED,16.14,ALL,3146,ヘクステック ガンブレード,29,15,14,0.5172413793103449,29,0.008333333333333333,3480,1.0344827586206897,15
overall,MIXED,16.16,ALL,3146,ヘクステック ガンブレード,29,15,14,0.5172413793103449,29,0.008708708708708709,3330,1.0,15
overall,MIXED,16.15,JUNGLE,1058,ムダニ デカイ ロッド,29,15,14,0.5172413793103449,29,0.035108958837772396,826,3.7241379310344827,15
overall,MIXED,15.11,ALL,3032,ユン・タル ワイルドアロー,29,15,14,0.5172413793103449,29,0.05471698113207547,530,1.1724137931034482,15
overall,MIXED,15.13,JUNGLE,6653,ライアンドリーの仮面,29,15,14,0.5172413793103449,29,0.15104166666666666,192,1.4482758620689655,15
overall,MIXED,15.15,ALL,3153,ルインドキング ブレード,29,15,14,0.5172413793103449,29,0.07073170731707316,410,1.896551724137931,15
overall,MIXED,16.18,UTILITY,1028,ルビー クリスタル,29,15,14,0.5172413793103449,29,0.08630952380952381,336,3.9310344827586206,15
overall,MIXED,15.23,ALL,1036,ロング ソード,29,15,14,0.5172413793103449,29,0.05,580,4.103448275862069,15
overall,MIXED,16.3,BOTTOM,1036,ロング ソード,29,15,14,0.5172413793103449,29,0.16477272727272727,176,4.0,15
overall,MIXED,15.8,ALL,1052,増魔の書,29,15,14,0.5172413793103449,29,0.04461538461538461,650,3.4827586206896552,15
overall,MIXED,16.15,JUNGLE,1052,増魔の書,29,15,14,0.5172413793103449,29,0.035108958837772396,826,3.6551724137931036,15
overall,MIXED,16.13,UTILITY,3070,女神の涙,29,15,14,0.5172413793103449,29,0.0441400304414003,657,2.0689655172413794,15
overall,MIXED,15.17,MIDDLE,2031,詰め替えポーション,29,15,14,0.5172413793103449,29,0.17901234567901234,162,1.2413793103448276,15
overall,MIXED,15.23,MIDDLE,2031,詰め替えポーション,29,15,14,0.5172413793103449,29,0.25,116,1.103448275862069,15
overall,MIXED,16.7,TOP,2031,詰め替えポーション,29,15,14,0.5172413793103449,29,0.18831168831168832,154,1.1379310344827587,15
overall,MIXED,16.14,JUNGLE,6692,赤月の刃,29,15,14,0.5172413793103449,29,0.041666666666666664,696,1.7241379310344827,15
overall,MIXED,15.24,JUNGLE,3158,アイオニア ブーツ,29,14,15,0.4827586206896552,29,0.0847953216374269,342,2.3793103448275863,15
overall,MIXED,16.5,UTILITY,3158,アイオニア ブーツ,29,14,15,0.4827586206896552,29,0.17901234567901234,162,2.413793103448276,15
overall,MIXED,15.14,BOTTOM,3031,インフィニティ エッジ,29,14,15,0.4827586206896552,29,0.31521739130434784,92,1.6551724137931034,15
overall,MIXED,16.9,BOTTOM,6672,クラーケン スレイヤー,29,14,15,0.4827586206896552,29,0.18354430379746836,158,2.3793103448275863,15
overall,MIXED,14.20,ALL,1029,クロース アーマー,29,14,15,0.4827586206896552,29,0.06304347826086956,460,3.9310344827586206,15
overall,MIXED,15.24,JUNGLE,6676,コレクター,29,14,15,0.4827586206896552,29,0.0847953216374269,342,1.1379310344827587,15
overall,MIXED,16.9,JUNGLE,2055,コントロール ワード,29,14,15,0.4827586206896552,29,0.18354430379746836,158,2.586206896551724,15
overall,MIXED,15.19,JUNGLE,6610,サンダード スカイ,29,14,15,0.4827586206896552,29,0.12554112554112554,231,1.206896551724138,15
overall,MIXED,14.24,BOTTOM,3340,ステルス ワード,29,14,15,0.4827586206896552,29,0.58,50,6.0,15
overall,MIXED,16.13,UTILITY,4646,ストームサージ,29,14,15,0.4827586206896552,29,0.0441400304414003,657,2.8620689655172415,15
overall,MIXED,15.12,ALL,3157,ゾーニャの砂時計,29,14,15,0.4827586206896552,29,0.056862745098039215,510,1.103448275862069,15
overall,MIXED,16.17,JUNGLE,3748,タイタン ハイドラ,29,14,15,0.4827586206896552,29,0.028769841269841268,1008,1.3448275862068966,15
overall,MIXED,15.13,ALL,3870,ドリーム メーカー,29,14,15,0.4827586206896552,29,0.030208333333333334,960,0.1724137931034483,15
overall,MIXED,15.13,UTILITY,3870,ドリーム メーカー,29,14,15,0.4827586206896552,29,0.15104166666666666,192,0.1724137931034483,15
overall,MIXED,16.8,ALL,3076,ブランブル ベスト,29,14,15,0.4827586206896552,29,0.041428571428571426,700,3.586206896551724,15
overall,MIXED,15.18,JUNGLE,3047,プレート スチールキャップ,29,14,15,0.4827586206896552,29,0.2230769230769231,130,2.1724137931034484,15
overall,MIXED,16.14,ALL,4628,ホライゾン フォーカス,29,14,15,0.4827586206896552,29,0.008333333333333333,3480,2.689655172413793,15
overall,MIXED,15.11,ALL,1028,ルビー クリスタル,29,14,15,0.4827586206896552,29,0.05471698113207547,530,3.8620689655172415,15
overall,MIXED,16.15,ALL,2530,旋律のダイアデム,29,14,15,0.4827586206896552,29,0.0070217917675544795,4130,1.793103448275862,15
overall,MIXED,16.15,UTILITY,2530,旋律のダイアデム,29,14,15,0.4827586206896552,29,0.035108958837772396,826,1.793103448275862,15
overall,MIXED,15.24,ALL,2508,運命の灰,29,14,15,0.4827586206896552,29,0.01695906432748538,1710,3.310344827586207,15
overall,MIXED,14.23,ALL,3158,アイオニア ブーツ,29,13,16,0.4482758620689655,29,0.1380952380952381,210,2.896551724137931,15
overall,MIXED,16.13,UTILITY,3179,アンブラル グレイブ,29,13,16,0.4482758620689655,29,0.0441400304414003,657,2.206896551724138,15
overall,MIXED,16.17,UTILITY,3113,エーテル ウィスプ,29,13,16,0.4482758620689655,29,0.028769841269841268,1008,3.793103448275862,15
overall,MIXED,15.10,ALL,3067,キンドルジェム,29,13,16,0.4482758620689655,29,0.042028985507246375,690,3.689655172413793,15
overall,MIXED,16.1,ALL,6610,サンダード スカイ,29,13,16,0.4482758620689655,29,0.03766233766233766,770,1.6206896551724137,15
overall,MIXED,15.18,JUNGLE,3340,ステルス ワード,29,13,16,0.4482758620689655,29,0.2230769230769231,130,6.0,15
overall,MIXED,16.8,ALL,2021,トンネル掘り,29,13,16,0.4482758620689655,29,0.041428571428571426,700,3.4482758620689653,15
overall,MIXED,15.4,BOTTOM,1055,ドラン ブレード,29,13,16,0.4482758620689655,29,0.5370370370370371,54,0.7241379310344828,15
overall,MIXED,16.18,BOTTOM,1056,ドラン リング,29,13,16,0.4482758620689655,29,0.08630952380952381,336,0.6551724137931034,15
overall,MIXED,16.8,ALL,1001,ブーツ,29,13,16,0.4482758620689655,29,0.041428571428571426,700,2.7586206896551726,15
overall,MIXED,15.20,JUNGLE,3047,プレート スチールキャップ,29,13,16,0.4482758620689655,29,0.2196969696969697,132,2.3793103448275863,15
overall,MIXED,16.17,ALL,4628,ホライゾン フォーカス,29,13,16,0.4482758620689655,29,0.005753968253968254,5040,3.0689655172413794,15
overall,MIXED,16.16,TOP,3142,妖夢の霊剣,29,13,16,0.4482758620689655,29,0.04354354354354354,666,1.0344827586206897,15
overall,MIXED,16.17,MIDDLE,3916,忘却のオーブ,29,13,16,0.4482758620689655,29,0.028769841269841268,1008,3.6206896551724137,15
overall,MIXED,16.10,ALL,3171,真紅のアイオニア ブーツ,29,13,16,0.4482758620689655,29,0.026126126126126126,1110,2.8275862068965516,15
overall,MIXED,16.10,MIDDLE,3171,真紅のアイオニア ブーツ,29,13,16,0.4482758620689655,29,0.13063063063063063,222,2.8275862068965516,15
overall,MIXED,15.18,ALL,3508,エッセンス リーバー,29,12,17,0.41379310344827586,29,0.04461538461538461,650,2.0344827586206895,15
overall,MIXED,15.18,BOTTOM,3508,エッセンス リーバー,29,12,17,0.41379310344827586,29,0.2230769230769231,130,2.0344827586206895,15
overall,MIXED,16.14,BOTTOM,3124,グインソー レイジブレード,29,12,17,0.41379310344827586,29,0.041666666666666664,696,1.9310344827586208,15
overall,MIXED,16.16,TOP,6610,サンダード スカイ,29,12,17,0.41379310344827586,29,0.04354354354354354,666,2.3448275862068964,15
overall,MIXED,16.11,ALL,3161,ショウジンの矛,29,12,17,0.41379310344827586,29,0.02457627118644068,1180,2.413793103448276,15
overall,MIXED,16.11,BOTTOM,3087,スタティック シヴ,29,12,17,0.41379310344827586,29,0.1228813559322034,236,1.9655172413793103,15
overall,MIXED,15.22,ALL,1082,ダーク シール,29,12,17,0.41379310344827586,29,0.04393939393939394,660,2.9655172413793105,15
overall,MIXED,16.18,BOTTOM,3302,テルミヌス,29,12,17,0.41379310344827586,29,0.08630952380952381,336,3.0,15
overall,MIXED,16.12,TOP,1055,ドラン ブレード,29,12,17,0.41379310344827586,29,0.16292134831460675,178,0.7931034482758621,15
overall,MIXED,15.16,MIDDLE,1056,ドラン リング,29,12,17,0.41379310344827586,29,0.26851851851851855,108,0.3793103448275862,15
overall,MIXED,15.9,MIDDLE,1056,ドラン リング,29,12,17,0.41379310344827586,29,0.3372093023255814,86,0.5172413793103449,15
overall,MIXED,16.11,TOP,1056,ドラン リング,29,12,17,0.41379310344827586,29,0.1228813559322034,236,0.41379310344827586,15
overall,MIXED,16.10,BOTTOM,1037,ピッケル,29,12,17,0.41379310344827586,29,0.13063063063063063,222,3.1724137931034484,15
overall,MIXED,15.19,BOTTOM,3072,ブラッドサースター,29,12,17,0.41379310344827586,29,0.12608695652173912,230,2.5172413793103448,15
overall,MIXED,16.17,UTILITY,1058,ムダニ デカイ ロッド,29,12,17,0.41379310344827586,29,0.028769841269841268,1008,4.310344827586207,15
overall,MIXED,15.24,ALL,3035,ラスト ウィスパー,29,12,17,0.41379310344827586,29,0.01695906432748538,1710,2.9310344827586206,15
overall,MIXED,15.10,ALL,3094,ラピッド ファイアキャノン,29,12,17,0.41379310344827586,29,0.042028985507246375,690,2.793103448275862,15
overall,MIXED,15.19,ALL,3142,妖夢の霊剣,29,12,17,0.41379310344827586,29,0.025217391304347827,1150,1.3103448275862069,15
overall,MIXED,15.8,ALL,3876,至点のソリ,29,12,17,0.41379310344827586,29,0.04461538461538461,650,0.5517241379310345,15
overall,MIXED,15.8,UTILITY,3876,至点のソリ,29,12,17,0.41379310344827586,29,0.2230769230769231,130,0.5517241379310345,15
overall,MIXED,15.11,ALL,6676,コレクター,29,11,18,0.3793103448275862,29,0.05471698113207547,530,1.7241379310344827,15
overall,MIXED,16.6,MIDDLE,2055,コントロール ワード,29,11,18,0.3793103448275862,29,0.19078947368421054,152,2.8620689655172415,15
overall,MIXED,16.11,ALL,1042,ダガー,29,11,18,0.3793103448275862,29,0.02457627118644068,1180,3.4482758620689653,15
overall,MIXED,16.13,UTILITY,1033,ヌルマジック マント,29,11,18,0.3793103448275862,29,0.0441400304414003,657,3.9655172413793105,15
overall,MIXED,15.14,ALL,1036,ロング ソード,29,11,18,0.3793103448275862,29,0.06304347826086956,460,3.6206896551724137,15
overall,MIXED,16.6,BOTTOM,1036,ロング ソード,29,11,18,0.3793103448275862,29,0.19078947368421054,152,3.9655172413793105,15
overall,MIXED,16.17,MIDDLE,2421,砕けたアームガード,29,11,18,0.3793103448275862,29,0.028769841269841268,1008,1.1379310344827587,15
overall,MIXED,16.14,JUNGLE,3067,キンドルジェム,29,10,19,0.3448275862068966,29,0.041666666666666664,696,3.0344827586206895,15
overall,MIXED,15.24,UTILITY,1029,クロース アーマー,29,10,19,0.3448275862068966,29,0.0847953216374269,342,4.0344827586206895,15
overall,MIXED,16.17,JUNGLE,3008,グラトナス ブーツ,29,10,19,0.3448275862068966,29,0.028769841269841268,1008,1.6896551724137931,15
overall,MIXED,14.19,MIDDLE,2055,コントロール ワード,29,10,19,0.3448275862068966,29,0.34523809523809523,84,1.0689655172413792,15
